date,mels_S,lig_S,mels_N,hvac_N,hvac_S
2018-01-06 07:30:00,1.349999964,0.150000002,5.0950000285,37.6,19.950000000000003
2018-01-06 08:00:00,1.399999976,0.1214285729999999,2.4812499580000003,35.55,17.495
2018-01-06 08:30:00,1.399999976,0.150000002,2.7362499535,49.400000000000006,39.75
2018-01-06 09:00:00,1.399999976,0.178571431,7.799999952,37.8,19.495
2018-01-06 09:30:00,1.149999976,0.200000003,8.1449999805,37.650000000000006,19.700000000000003
2018-01-06 10:00:00,0.599999994,0.1250000015,7.900000095499999,35.7,18.045
2018-01-06 10:30:00,0.750000015,0.150000002,3.2249999345,37.2,18.8
2018-01-06 11:00:00,0.6086538699999999,0.150000002,5.299999952,37.55,19.55
2018-01-06 11:30:00,0.643269254,0.1029411775,3.5588236275,36.45,17.8
2018-01-06 12:00:00,0.677884637,0.106862746,3.7705883365,37.345,19.450000000000003
2018-01-06 12:30:00,0.712500021,0.110784315,3.9823530465,37.0,19.14
2018-01-06 13:00:00,0.747115405,0.1147058835,4.1941177565,37.55,19.3
2018-01-06 13:30:00,0.781730788,0.1186274525,4.4058824655,35.8,18.595
2018-01-06 14:00:00,0.816346172,0.122549021,4.6176471755,37.79,19.7
2018-01-06 14:30:00,0.850961556,0.12647059,4.8294118855,37.7,18.995
2018-01-06 15:00:00,0.8855769394999999,0.1303921585,5.0411765945,35.895,22.85
2018-01-06 15:30:00,0.920192323,0.134313727,5.2529413045,37.05,21.6
2018-01-06 16:00:00,0.954807707,0.138235296,5.464706014,36.85,19.295
2018-01-06 16:30:00,0.9894230905,0.1421568644999999,5.6764707235,37.495000000000005,19.45
2018-01-06 17:00:00,1.024038474,0.146078433,5.8882354335,35.150000000000006,17.700000000000003
2018-01-06 17:30:00,1.058653858,0.150000002,6.100000143,36.7,23.3
2018-01-06 18:00:00,1.093269242,0.153921571,6.3117648525,37.145,33.5
2018-01-06 18:30:00,1.127884625,0.1578431395,6.5235295625,36.85,19.095
2018-01-06 19:00:00,1.162500009,0.161764708,6.735294272,35.895,17.995
2018-01-06 19:30:00,1.197115393,0.165686277,6.9470589815,36.0,22.9
2018-01-06 20:00:00,1.231730776,0.1696078455,7.1588236915,37.5,18.8
2018-01-06 20:30:00,1.26634616,0.173529414,7.3705884005,37.0,18.85
2018-01-06 21:00:00,1.300961544,0.177450983,7.5823531105,37.2,18.245
2018-01-06 21:30:00,1.3355769275,0.1813725514999999,7.7941178205,38.150000000000006,32.25
2018-01-06 22:00:00,1.3701923109999998,0.1852941205,8.0058825295,38.05,22.045
2018-01-06 22:30:00,1.404807695,0.189215689,8.2176472395,37.35,18.195
2018-01-06 23:00:00,1.4394230785,0.193137258,8.4294119495,38.400000000000006,19.595
2018-01-06 23:30:00,1.474038462,0.1970588265,8.641176658500001,39.650000000000006,20.595
2018-01-07 00:00:00,1.599999994,0.200000003,8.400000095500001,39.55,24.5
2018-01-07 00:30:00,1.8166666425,0.200000003,9.05833292,39.745000000000005,20.795
2018-01-07 01:00:00,1.4833333095,0.200000003,8.531666279,39.3,19.4
2018-01-07 01:30:00,1.37499997,0.1250000015,7.875000119,39.445,20.3
2018-01-07 02:00:00,1.349999964,0.150000002,7.600000143,38.8,22.6
2018-01-07 02:30:00,1.649999976,0.200000003,7.900000095,38.6,20.75
2018-01-07 03:00:00,1.399999976,0.183333336,8.733333429,36.85,17.85
2018-01-07 03:30:00,1.2500000299999998,0.116666668,8.466666381,38.0,19.1
2018-01-07 04:00:00,0.800000012,0.150000002,7.400000095499999,37.0,19.950000000000003
2018-01-07 04:30:00,1.474999994,0.200000003,7.124999881,37.54,21.5
2018-01-07 05:00:00,1.5,0.200000003,9.0499997145,36.9,18.450000000000003
2018-01-07 05:30:00,1.099999994,0.150000002,8.2000000475,36.945,18.15
2018-01-07 06:00:00,1.624999985,0.1750000025,8.25,37.4,19.645
2018-01-07 06:30:00,1.349999964,0.200000003,7.650000095,36.245000000000005,23.1
2018-01-07 07:00:00,1.399999976,0.200000003,7.7999999525,37.150000000000006,18.85
2018-01-07 07:30:00,1.474999994,0.200000003,7.650000095499999,36.845,18.1
2018-01-07 08:00:00,1.449999988,0.1250000015,5.974999905,35.95,17.9
2018-01-07 08:30:00,1.575000024,0.2022727305,2.699999909,36.0,23.15
2018-01-07 09:00:00,1.475000024,0.2113636405,3.099999925,36.400000000000006,18.195
2018-01-07 09:30:00,1.375000024,0.2204545505,3.499999941,37.85,19.35
2018-01-07 10:00:00,1.275000024,0.2295454605,3.8999999565,36.900000000000006,19.25
2018-01-07 10:30:00,1.175000024,0.2386363705,4.299999972,37.145,19.4
2018-01-07 11:00:00,1.075000024,0.2477272804999999,4.699999988,37.0,18.4
2018-01-07 11:30:00,0.975000024,0.2568181895,5.100000004,36.495000000000005,18.85
2018-01-07 12:00:00,0.875000024,0.2659090994999999,5.50000002,35.145,8.55
2018-01-07 12:30:00,0.775000024,0.2750000095,5.900000036,33.645,8.695
2018-01-07 13:00:00,0.675000024,0.2840909195,6.3000000515,31.55,0.0
2018-01-07 13:30:00,0.725000024,0.2931818295,6.700000067,32.85,0.0
2018-01-07 14:00:00,1.225000024,0.300000012,7.100000083,36.845,21.450000000000003
2018-01-07 14:30:00,1.512500018,0.290000011,7.475000083,35.75,18.65
